Feed_Temperature_K,Feed_Pressure_atm,Feed_MassFlow_kg_s,Heater_Duty_kW,Vapor_Flow_kg_s,Liquid_Flow_kg_s
294,2.5,4.0,81.7218168567528,0.0,4.0
294,2.5,5.0,81.7218168567528,0.0,5.0
294,3.0,1.0,81.7218168567528,0.0,1.0
294,3.0,2.0,81.7218168567528,0.0,2.0
294,3.0,3.0,81.7218168567528,0.0,3.0
294,3.0,4.0,81.7218168567528,0.0,4.0
294,3.0,5.0,81.7218168567528,0.0,5.0
296,1.0,1.0,81.7218168567528,0.0,1.0
296,1.0,2.0,81.7218168567528,0.0,2.0
296,1.0,3.0,81.7218168567528,0.0,3.0
296,1.0,4.0,81.7218168567528,0.0,4.0
296,1.0,5.0,81.7218168567528,0.0,5.0
296,1.5,1.0,81.7218168567528,0.0,1.0
296,1.5,2.0,81.7218168567528,0.0,2.0
296,1.5,3.0,81.7218168567528,0.0,3.0
296,1.5,4.0,81.7218168567528,0.0,4.0
296,1.5,5.0,81.7218168567528,0.0,5.0
296,2.0,1.0,81.7218168567528,0.0,1.0
296,2.0,2.0,81.7218168567528,0.0,2.0
296,2.0,3.0,81.7218168567528,0.0,3.0
296,2.0,4.0,81.7218168567528,0.0,4.0
296,2.0,5.0,81.7218168567528,0.0,5.0
296,2.5,1.0,81.7218168567528,0.0,1.0
296,2.5,2.0,81.7218168567528,0.0,2.0
296,2.5,3.0,81.7218168567528,0.0,3.0
296,2.5,4.0,81.7218168567528,0.0,4.0
296,2.5,5.0,81.7218168567528,0.0,5.0
296,3.0,1.0,81.7218168567528,0.0,1.0
296,3.0,2.0,81.7218168567528,0.0,2.0
296,3.0,3.0,81.7218168567528,0.0,3.0
296,3.0,4.0,81.7218168567528,0.0,4.0
296,3.0,5.0,81.7218168567528,0.0,5.0
298,1.0,1.0,81.7218168567528,0.0,1.0
298,1.0,2.0,81.7218168567528,0.0,2.0
298,1.0,3.0,81.7218168567528,0.0,3.0
298,1.0,4.0,81.7218168567528,0.0,4.0
298,1.0,5.0,81.7218168567528,0.0,5.0
298,1.5,1.0,81.7218168567528,0.0,1.0
298,1.5,2.0,81.7218168567528,0.0,2.0
298,1.5,3.0,81.7218168567528,0.0,3.0
298,1.5,4.0,81.7218168567528,0.0,4.0
298,1.5,5.0,81.7218168567528,0.0,5.0
298,2.0,1.0,81.7218168567528,0.0,1.0
298,2.0,2.0,81.7218168567528,0.0,2.0
298,2.0,3.0,81.7218168567528,0.0,3.0
298,2.0,4.0,81.7218168567528,0.0,4.0
298,2.0,5.0,81.7218168567528,0.0,5.0
298,2.5,1.0,81.7218168567528,0.0,1.0
298,2.5,2.0,81.7218168567528,0.0,2.0
298,2.5,3.0,81.7218168567528,0.0,3.0
298,2.5,4.0,81.7218168567528,0.0,4.0
298,2.5,5.0,81.7218168567528,0.0,5.0
298,3.0,1.0,81.7218168567528,0.0,1.0
298,3.0,2.0,81.7218168567528,0.0,2.0
298,3.0,3.0,81.7218168567528,0.0,3.0
298,3.0,4.0,81.7218168567528,0.0,4.0
298,3.0,5.0,81.7218168567528,0.0,5.0
300,1.0,1.0,81.7218168567528,0.0,1.0
300,1.0,2.0,81.7218168567528,0.0,2.0
300,1.0,3.0,81.7218168567528,0.0,3.0
300,1.0,4.0,81.7218168567528,0.0,4.0
300,1.0,5.0,81.7218168567528,0.0,5.0
300,1.5,1.0,81.7218168567528,0.0,1.0
300,1.5,2.0,81.7218168567528,0.0,2.0
300,1.5,3.0,81.7218168567528,0.0,3.0
300,1.5,4.0,81.7218168567528,0.0,4.0
300,1.5,5.0,81.7218168567528,0.0,5.0
300,2.0,1.0,81.7218168567528,0.0,1.0
300,2.0,2.0,81.7218168567528,0.0,2.0
300,2.0,3.0,81.7218168567528,0.0,3.0
300,2.0,4.0,81.7218168567528,0.0,4.0
300,2.0,5.0,81.7218168567528,0.0,5.0
300,2.5,1.0,81.7218168567528,0.0,1.0
300,2.5,2.0,81.7218168567528,0.0,2.0
300,2.5,3.0,81.7218168567528,0.0,3.0
300,2.5,4.0,81.7218168567528,0.0,4.0
300,2.5,5.0,81.7218168567528,0.0,5.0
300,3.0,1.0,81.7218168567528,0.0,1.0
300,3.0,2.0,81.7218168567528,0.0,2.0
300,3.0,3.0,81.7218168567528,0.0,3.0
300,3.0,4.0,81.7218168567528,0.0,4.0
300,3.0,5.0,81.7218168567528,0.0,5.0
302,1.0,1.0,81.7218168567528,0.0,1.0
302,1.0,2.0,81.7218168567528,0.0,2.0
302,1.0,3.0,81.7218168567528,0.0,3.0
302,1.0,4.0,81.7218168567528,0.0,4.0
302,1.0,5.0,81.7218168567528,0.0,5.0
302,1.5,1.0,81.7218168567528,0.0,1.0
302,1.5,2.0,81.7218168567528,0.0,2.0
302,1.5,3.0,81.7218168567528,0.0,3.0
302,1.5,4.0,81.7218168567528,0.0,4.0
302,1.5,5.0,81.7218168567528,0.0,5.0
302,2.0,1.0,81.7218168567528,0.0,1.0
302,2.0,2.0,81.7218168567528,0.0,2.0
302,2.0,3.0,81.7218168567528,0.0,3.0
302,2.0,4.0,81.7218168567528,0.0,4.0
302,2.0,5.0,81.7218168567528,0.0,5.0
302,2.5,1.0,81.7218168567528,0.0,1.0
302,2.5,2.0,81.7218168567528,0.0,2.0
302,2.5,3.0,81.7218168567528,0.0,3.0
302,2.5,4.0,81.7218168567528,0.0,4.0
302,2.5,5.0,81.7218168567528,0.0,5.0
302,3.0,1.0,81.7218168567528,0.0,1.0
302,3.0,2.0,81.7218168567528,0.0,2.0
302,3.0,3.0,81.7218168567528,0.0,3.0
302,3.0,4.0,81.7218168567528,0.0,4.0
302,3.0,5.0,81.7218168567528,0.0,5.0
304,1.0,1.0,81.7218168567528,0.0,1.0
304,1.0,2.0,81.7218168567528,0.0,2.0
304,1.0,3.0,81.7218168567528,0.0,3.0
304,1.0,4.0,81.7218168567528,0.0,4.0
304,1.0,5.0,81.7218168567528,0.0,5.0
304,1.5,1.0,81.7218168567528,0.0,1.0
304,1.5,2.0,81.7218168567528,0.0,2.0
304,1.5,3.0,81.7218168567528,0.0,3.0
304,1.5,4.0,81.7218168567528,0.0,4.0
304,1.5,5.0,81.7218168567528,0.0,5.0
304,2.0,1.0,81.7218168567528,0.0,1.0
304,2.0,2.0,81.7218168567528,0.0,2.0
304,2.0,3.0,81.7218168567528,0.0,3.0
304,2.0,4.0,81.7218168567528,0.0,4.0
304,2.0,5.0,81.7218168567528,0.0,5.0
304,2.5,1.0,81.7218168567528,0.0,1.0
304,2.5,2.0,81.7218168567528,0.0,2.0
304,2.5,3.0,81.7218168567528,0.0,3.0
304,2.5,4.0,81.7218168567528,0.0,4.0
304,2.5,5.0,81.7218168567528,0.0,5.0
304,3.0,1.0,81.7218168567528,0.0,1.0
304,3.0,2.0,81.7218168567528,0.0,2.0
304,3.0,3.0,81.7218168567528,0.0,3.0
304,3.0,4.0,81.7218168567528,0.0,4.0
304,3.0,5.0,81.7218168567528,0.0,5.0
306,1.0,1.0,81.7218168567528,0.0,1.0
306,1.0,2.0,81.7218168567528,0.0,2.0
306,1.0,3.0,81.7218168567528,0.0,3.0
306,1.0,4.0,81.7218168567528,0.0,4.0
306,1.0,5.0,81.7218168567528,0.0,5.0
306,1.5,1.0,81.7218168567528,0.0,1.0
306,1.5,2.0,81.7218168567528,0.0,2.0
306,1.5,3.0,81.7218168567528,0.0,3.0
306,1.5,4.0,81.7218168567528,0.0,4.0
306,1.5,5.0,81.7218168567528,0.0,5.0
306,2.0,1.0,81.7218168567528,0.0,1.0
306,2.0,2.0,81.7218168567528,0.0,2.0
306,2.0,3.0,81.7218168567528,0.0,3.0
306,2.0,4.0,81.7218168567528,0.0,4.0
306,2.0,5.0,81.7218168567528,0.0,5.0
306,2.5,1.0,81.7218168567528,0.0,1.0
306,2.5,2.0,81.7218168567528,0.0,2.0
306,2.5,3.0,81.7218168567528,0.0,3.0
306,2.5,4.0,81.7218168567528,0.0,4.0
306,2.5,5.0,81.7218168567528,0.0,5.0
306,3.0,1.0,81.7218168567528,0.0,1.0
306,3.0,2.0,81.7218168567528,0.0,2.0
306,3.0,3.0,81.7218168567528,0.0,3.0
306,3.0,4.0,81.7218168567528,0.0,4.0
306,3.0,5.0,81.7218168567528,0.0,5.0
308,1.0,1.0,81.7218168567528,0.0,1.0
308,1.0,2.0,81.7218168567528,0.0,2.0
308,1.0,3.0,81.7218168567528,0.0,3.0
308,1.0,4.0,81.7218168567528,0.0,4.0
308,1.0,5.0,81.7218168567528,0.0,5.0
308,1.5,1.0,81.7218168567528,0.0,1.0
308,1.5,2.0,81.7218168567528,0.0,2.0
308,1.5,3.0,81.7218168567528,0.0,3.0
308,1.5,4.0,81.7218168567528,0.0,4.0
308,1.5,5.0,81.7218168567528,0.0,5.0
308,2.0,1.0,81.7218168567528,0.0,1.0
308,2.0,2.0,81.7218168567528,0.0,2.0
308,2.0,3.0,81.7218168567528,0.0,3.0
308,2.0,4.0,81.7218168567528,0.0,4.0
308,2.0,5.0,81.7218168567528,0.0,5.0
308,2.5,1.0,81.7218168567528,0.0,1.0
308,2.5,2.0,81.7218168567528,0.0,2.0
308,2.5,3.0,81.7218168567528,0.0,3.0
308,2.5,4.0,81.7218168567528,0.0,4.0
308,2.5,5.0,81.7218168567528,0.0,5.0
308,3.0,1.0,81.7218168567528,0.0,1.0
308,3.0,2.0,81.7218168567528,0.0,2.0
308,3.0,3.0,81.7218168567528,0.0,3.0
308,3.0,4.0,81.7218168567528,0.0,4.0
308,3.0,5.0,81.7218168567528,0.0,5.0
310,1.0,1.0,81.7218168567528,0.0,1.0
310,1.0,2.0,81.7218168567528,0.0,2.0
310,1.0,3.0,81.7218168567528,0.0,3.0
310,1.0,4.0,81.7218168567528,0.0,4.0
310,1.0,5.0,81.7218168567528,0.0,5.0
310,1.5,1.0,81.7218168567528,0.0,1.0
310,1.5,2.0,81.7218168567528,0.0,2.0
310,1.5,3.0,81.7218168567528,0.0,3.0
310,1.5,4.0,81.7218168567528,0.0,4.0
310,1.5,5.0,81.7218168567528,0.0,5.0
310,2.0,1.0,81.7218168567528,0.0,1.0
310,2.0,2.0,81.7218168567528,0.0,2.0
310,2.0,3.0,81.7218168567528,0.0,3.0
310,2.0,4.0,81.7218168567528,0.0,4.0
310,2.0,5.0,81.7218168567528,0.0,5.0
310,2.5,1.0,81.7218168567528,0.0,1.0
310,2.5,2.0,81.7218168567528,0.0,2.0
310,2.5,3.0,81.7218168567528,0.0,3.0
310,2.5,4.0,81.7218168567528,0.0,4.0
310,2.5,5.0,81.7218168567528,0.0,5.0
310,3.0,1.0,81.7218168567528,0.0,1.0
310,3.0,2.0,81.7218168567528,0.0,2.0
310,3.0,3.0,81.7218168567528,0.0,3.0
310,3.0,4.0,81.7218168567528,0.0,4.0
310,3.0,5.0,81.7218168567528,0.0,5.0
312,1.0,1.0,81.7218168567528,0.0,1.0
312,1.0,2.0,81.7218168567528,0.0,2.0
312,1.0,3.0,81.7218168567528,0.0,3.0
312,1.0,4.0,81.7218168567528,0.0,4.0
312,1.0,5.0,81.7218168567528,0.0,5.0
312,1.5,1.0,81.7218168567528,0.0,1.0
312,1.5,2.0,81.7218168567528,0.0,2.0
312,1.5,3.0,81.7218168567528,0.0,3.0
312,1.5,4.0,81.7218168567528,0.0,4.0
312,1.5,5.0,81.7218168567528,0.0,5.0
312,2.0,1.0,81.7218168567528,0.0,1.0
312,2.0,2.0,81.7218168567528,0.0,2.0
312,2.0,3.0,81.7218168567528,0.0,3.0
312,2.0,4.0,81.7218168567528,0.0,4.0
312,2.0,5.0,81.7218168567528,0.0,5.0
312,2.5,1.0,81.7218168567528,0.0,1.0
312,2.5,2.0,81.7218168567528,0.0,2.0
312,2.5,3.0,81.7218168567528,0.0,3.0
312,2.5,4.0,81.7218168567528,0.0,4.0
312,2.5,5.0,81.7218168567528,0.0,5.0
312,3.0,1.0,81.7218168567528,0.0,1.0
312,3.0,2.0,81.7218168567528,0.0,2.0
312,3.0,3.0,81.7218168567528,0.0,3.0
312,3.0,4.0,81.7218168567528,0.0,4.0
312,3.0,5.0,81.7218168567528,0.0,5.0
314,1.0,1.0,81.7218168567528,0.0,1.0
314,1.0,2.0,81.7218168567528,0.0,2.0
314,1.0,3.0,81.7218168567528,0.0,3.0
314,1.0,4.0,81.7218168567528,0.0,4.0
314,1.0,5.0,81.7218168567528,0.0,5.0
314,1.5,1.0,81.7218168567528,0.0,1.0
314,1.5,2.0,81.7218168567528,0.0,2.0
314,1.5,3.0,81.7218168567528,0.0,3.0
314,1.5,4.0,81.7218168567528,0.0,4.0
314,1.5,5.0,81.7218168567528,0.0,5.0
314,2.0,1.0,81.7218168567528,0.0,1.0
314,2.0,2.0,81.7218168567528,0.0,2.0
314,2.0,3.0,81.7218168567528,0.0,3.0
314,2.0,4.0,81.7218168567528,0.0,4.0
314,2.0,5.0,81.7218168567528,0.0,5.0
314,2.5,1.0,81.7218168567528,0.0,1.0
314,2.5,2.0,81.7218168567528,0.0,2.0
314,2.5,3.0,81.7218168567528,0.0,3.0
314,2.5,4.0,81.7218168567528,0.0,4.0
314,2.5,5.0,81.7218168567528,0.0,5.0
314,3.0,1.0,81.7218168567528,0.0,1.0
314,3.0,2.0,81.7218168567528,0.0,2.0
314,3.0,3.0,81.7218168567528,0.0,3.0
314,3.0,4.0,81.7218168567528,0.0,4.0
314,3.0,5.0,81.7218168567528,0.0,5.0
316,1.0,1.0,81.7218168567528,0.0,1.0
316,1.0,2.0,81.7218168567528,0.0,2.0
316,1.0,3.0,81.7218168567528,0.0,3.0
316,1.0,4.0,81.7218168567528,0.0,4.0
316,1.0,5.0,81.7218168567528,0.0,5.0
316,1.5,1.0,81.7218168567528,0.0,1.0
316,1.5,2.0,81.7218168567528,0.0,2.0
316,1.5,3.0,81.7218168567528,0.0,3.0
316,1.5,4.0,81.7218168567528,0.0,4.0
316,1.5,5.0,81.7218168567528,0.0,5.0
316,2.0,1.0,81.7218168567528,0.0,1.0
316,2.0,2.0,81.7218168567528,0.0,2.0
316,2.0,3.0,81.7218168567528,0.0,3.0
316,2.0,4.0,81.7218168567528,0.0,4.0
316,2.0,5.0,81.7218168567528,0.0,5.0
316,2.5,1.0,81.7218168567528,0.0,1.0
316,2.5,2.0,81.7218168567528,0.0,2.0
316,2.5,3.0,81.7218168567528,0.0,3.0
316,2.5,4.0,81.7218168567528,0.0,4.0
316,2.5,5.0,81.7218168567528,0.0,5.0
316,3.0,1.0,81.7218168567528,0.0,1.0
316,3.0,2.0,81.7218168567528,0.0,2.0
316,3.0,3.0,81.7218168567528,0.0,3.0
316,3.0,4.0,81.7218168567528,0.0,4.0
316,3.0,5.0,81.7218168567528,0.0,5.0
318,1.0,1.0,81.7218168567528,0.0,1.0
318,1.0,2.0,81.7218168567528,0.0,2.0
318,1.0,3.0,81.7218168567528,0.0,3.0
318,1.0,4.0,81.7218168567528,0.0,4.0
318,1.0,5.0,81.7218168567528,0.0,5.0
318,1.5,1.0,81.7218168567528,0.0,1.0
318,1.5,2.0,81.7218168567528,0.0,2.0
318,1.5,3.0,81.7218168567528,0.0,3.0
318,1.5,4.0,81.7218168567528,0.0,4.0
318,1.5,5.0,81.7218168567528,0.0,5.0
318,2.0,1.0,81.7218168567528,0.0,1.0
318,2.0,2.0,81.7218168567528,0.0,2.0
318,2.0,3.0,81.7218168567528,0.0,3.0
318,2.0,4.0,81.7218168567528,0.0,4.0
318,2.0,5.0,81.7218168567528,0.0,5.0
318,2.5,1.0,81.7218168567528,0.0,1.0
318,2.5,2.0,81.7218168567528,0.0,2.0
318,2.5,3.0,81.7218168567528,0.0,3.0
318,2.5,4.0,81.7218168567528,0.0,4.0
318,2.5,5.0,81.7218168567528,0.0,5.0
318,3.0,1.0,81.7218168567528,0.0,1.0
318,3.0,2.0,81.7218168567528,0.0,2.0
318,3.0,3.0,81.7218168567528,0.0,3.0
318,3.0,4.0,81.7218168567528,0.0,4.0
318,3.0,5.0,81.7218168567528,0.0,5.0
320,1.0,1.0,81.7218168567528,0.007619149794577094,0.992380849464437
320,1.0,2.0,81.7218168567528,0.0,2.0
320,1.0,3.0,81.7218168567528,0.0,3.0
320,1.0,4.0,81.7218168567528,0.0,4.0
320,1.0,5.0,81.7218168567528,0.0,5.0
320,1.5,1.0,81.7218168567528,0.0,1.0
320,1.5,2.0,81.7218168567528,0.0,2.0
320,1.5,3.0,81.7218168567528,0.0,3.0
320,1.5,4.0,81.7218168567528,0.0,4.0
320,1.5,5.0,81.7218168567528,0.0,5.0
320,2.0,1.0,81.7218168567528,0.0,1.0
320,2.0,2.0,81.7218168567528,0.0,2.0
320,2.0,3.0,81.7218168567528,0.0,3.0
320,2.0,4.0,81.7218168567528,0.0,4.0
320,2.0,5.0,81.7218168567528,0.0,5.0
320,2.5,1.0,81.7218168567528,0.0,1.0
320,2.5,2.0,81.7218168567528,0.0,2.0
320,2.5,3.0,81.7218168567528,0.0,3.0
320,2.5,4.0,81.7218168567528,0.0,4.0
320,2.5,5.0,81.7218168567528,0.0,5.0
320,3.0,1.0,81.7218168567528,0.0,1.0
320,3.0,2.0,81.7218168567528,0.0,2.0
320,3.0,3.0,81.7218168567528,0.0,3.0
320,3.0,4.0,81.7218168567528,0.0,4.0
320,3.0,5.0,81.7218168567528,0.0,5.0
322,1.0,1.0,81.7218168567528,0.01610832774312033,0.983891670869197
322,1.0,2.0,81.7218168567528,0.0,2.0
322,1.0,3.0,81.7218168567528,0.0,3.0
322,1.0,4.0,81.7218168567528,0.0,4.0
322,1.0,5.0,81.7218168567528,0.0,5.0
322,1.5,1.0,81.7218168567528,0.0,1.0
322,1.5,2.0,81.7218168567528,0.0,2.0
322,1.5,3.0,81.7218168567528,0.0,3.0
322,1.5,4.0,81.7218168567528,0.0,4.0
322,1.5,5.0,81.7218168567528,0.0,5.0
322,2.0,1.0,81.7218168567528,0.0,1.0
322,2.0,2.0,81.7218168567528,0.0,2.0
322,2.0,3.0,81.7218168567528,0.0,3.0
322,2.0,4.0,81.7218168567528,0.0,4.0
322,2.0,5.0,81.7218168567528,0.0,5.0
322,2.5,1.0,81.7218168567528,0.0,1.0
322,2.5,2.0,81.7218168567528,0.0,2.0
322,2.5,3.0,81.7218168567528,0.0,3.0
322,2.5,4.0,81.7218168567528,0.0,4.0
322,2.5,5.0,81.7218168567528,0.0,5.0
322,3.0,1.0,81.7218168567528,0.0,1.0
322,3.0,2.0,81.7218168567528,0.0,2.0
322,3.0,3.0,81.7218168567528,0.0,3.0
322,3.0,4.0,81.7218168567528,0.0,4.0
322,3.0,5.0,81.7218168567528,0.0,5.0
324,1.0,1.0,81.7218168567528,0.0246157604416261,0.9753842376884476
324,1.0,2.0,81.7218168567528,0.0,2.0
324,1.0,3.0,81.7218168567528,0.0,3.0
324,1.0,4.0,81.7218168567528,0.0,4.0
324,1.0,5.0,81.7218168567528,0.0,5.0
324,1.5,1.0,81.7218168567528,0.0,1.0
324,1.5,2.0,81.7218168567528,0.0,2.0
324,1.5,3.0,81.7218168567528,0.0,3.0
324,1.5,4.0,81.7218168567528,0.0,4.0
324,1.5,5.0,81.7218168567528,0.0,5.0
324,2.0,1.0,81.7218168567528,0.0,1.0
324,2.0,2.0,81.7218168567528,0.0,2.0
324,2.0,3.0,81.7218168567528,0.0,3.0
324,2.0,4.0,81.7218168567528,0.0,4.0
324,2.0,5.0,81.7218168567528,0.0,5.0
324,2.5,1.0,81.7218168567528,0.0,1.0
324,2.5,2.0,81.7218168567528,0.0,2.0
324,2.5,3.0,81.7218168567528,0.0,3.0
324,2.5,4.0,81.7218168567528,0.0,4.0
324,2.5,5.0,81.7218168567528,0.0,5.0
324,3.0,1.0,81.7218168567528,0.0,1.0
324,3.0,2.0,81.7218168567528,0.0,2.0
324,3.0,3.0,81.7218168567528,0.0,3.0
324,3.0,4.0,81.7218168567528,0.0,4.0
324,3.0,5.0,81.7218168567528,0.0,5.0
326,1.0,1.0,81.7218168567528,0.03316568127185989,0.9668343217850415
326,1.0,2.0,81.7218168567528,0.0,2.0
326,1.0,3.0,81.7218168567528,0.0,3.0
326,1.0,4.0,81.7218168567528,0.0,4.0
326,1.0,5.0,81.7218168567528,0.0,5.0
326,1.5,1.0,81.7218168567528,0.0,1.0
326,1.5,2.0,81.7218168567528,0.0,2.0
326,1.5,3.0,81.7218168567528,0.0,3.0
326,1.5,4.0,81.7218168567528,0.0,4.0
326,1.5,5.0,81.7218168567528,0.0,5.0
326,2.0,1.0,81.7218168567528,0.0,1.0
326,2.0,2.0,81.7218168567528,0.0,2.0
326,2.0,3.0,81.7218168567528,0.0,3.0
326,2.0,4.0,81.7218168567528,0.0,4.0
326,2.0,5.0,81.7218168567528,0.0,5.0
326,2.5,1.0,81.7218168567528,0.0,1.0
326,2.5,2.0,81.7218168567528,0.0,2.0
326,2.5,3.0,81.7218168567528,0.0,3.0
326,2.5,4.0,81.7218168567528,0.0,4.0
326,2.5,5.0,81.7218168567528,0.0,5.0
326,3.0,1.0,81.7218168567528,0.0,1.0
326,3.0,2.0,81.7218168567528,0.0,2.0
326,3.0,3.0,81.7218168567528,0.0,3.0
326,3.0,4.0,81.7218168567528,0.0,4.0
326,3.0,5.0,81.7218168567528,0.0,5.0
328,1.0,1.0,81.7218168567528,0.04176662029137259,0.9582333827777882
328,1.0,2.0,81.7218168567528,0.0,2.0
328,1.0,3.0,81.7218168567528,0.0,3.0
328,1.0,4.0,81.7218168567528,0.0,4.0
328,1.0,5.0,81.7218168567528,0.0,5.0
328,1.5,1.0,81.7218168567528,0.0,1.0
328,1.5,2.0,81.7218168567528,0.0,2.0
328,1.5,3.0,81.7218168567528,0.0,3.0
328,1.5,4.0,81.7218168567528,0.0,4.0
328,1.5,5.0,81.7218168567528,0.0,5.0
328,2.0,1.0,81.7218168567528,0.0,1.0
328,2.0,2.0,81.7218168567528,0.0,2.0
328,2.0,3.0,81.7218168567528,0.0,3.0
328,2.0,4.0,81.7218168567528,0.0,4.0
328,2.0,5.0,81.7218168567528,0.0,5.0
328,2.5,1.0,81.7218168567528,0.0,1.0
328,2.5,2.0,81.7218168567528,0.0,2.0
328,2.5,3.0,81.7218168567528,0.0,3.0
328,2.5,4.0,81.7218168567528,0.0,4.0
328,2.5,5.0,81.7218168567528,0.0,5.0
328,3.0,1.0,81.7218168567528,0.0,1.0
328,3.0,2.0,81.7218168567528,0.0,2.0
328,3.0,3.0,81.7218168567528,0.0,3.0
328,3.0,4.0,81.7218168567528,0.0,4.0
328,3.0,5.0,81.7218168567528,0.0,5.0
330,1.0,1.0,81.7218168567528,0.0504131722260109,0.9495868312993262
330,1.0,2.0,81.7218168567528,0.0,2.0
330,1.0,3.0,81.7218168567528,0.0,3.0
330,1.0,4.0,81.7218168567528,0.0,4.0
330,1.0,5.0,81.7218168567528,0.0,5.0
330,1.5,1.0,81.7218168567528,0.0,1.0
330,1.5,2.0,81.7218168567528,0.0,2.0
330,1.5,3.0,81.7218168567528,0.0,3.0
330,1.5,4.0,81.7218168567528,0.0,4.0
330,1.5,5.0,81.7218168567528,0.0,5.0
330,2.0,1.0,81.7218168567528,0.0,1.0
330,2.0,2.0,81.7218168567528,0.0,2.0
330,2.0,3.0,81.7218168567528,0.0,3.0
330,2.0,4.0,81.7218168567528,0.0,4.0
330,2.0,5.0,81.7218168567528,0.0,5.0
330,2.5,1.0,81.7218168567528,0.0,1.0
330,2.5,2.0,81.7218168567528,0.0,2.0
330,2.5,3.0,81.7218168567528,0.0,3.0
330,2.5,4.0,81.7218168567528,0.0,4.0
330,2.5,5.0,81.7218168567528,0.0,5.0
330,3.0,1.0,81.7218168567528,0.0,1.0
330,3.0,2.0,81.7218168567528,0.0,2.0
330,3.0,3.0,81.7218168567528,0.0,3.0
330,3.0,4.0,81.7218168567528,0.0,4.0
330,3.0,5.0,81.7218168567528,0.0,5.0
332,1.0,1.0,81.7218168567528,0.059105843803705475,0.9408941601167164
332,1.0,2.0,81.7218168567528,0.0,2.0
332,1.0,3.0,81.7218168567528,0.0,3.0
332,1.0,4.0,81.7218168567528,0.0,4.0
